"family","GO_accession","GO_name","GO_domain"
"ENSG00000147437","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000212410","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000212410","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000255855","GO:0006325","chromatin organization","biological_process"
"ENSG00000255855","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000255855","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000184599","GO:0007165","signal transduction","biological_process"
"ENSG00000104756","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000104756","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000066336","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000066336","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000066336","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000066336","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000066336","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000066336","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000144824","GO:0016477","cell migration","biological_process"
"ENSG00000144283","GO:0098609","cell-cell adhesion","biological_process"
"ENSG00000144283","GO:0007155","cell adhesion","biological_process"
"ENSG00000144283","GO:0007267","cell-cell signaling","biological_process"
"ENSG00000184661","GO:0051301","cell division","biological_process"
"ENSG00000144834","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000155363","GO:0051607","defense response to virus","biological_process"
"ENSG00000155363","GO:0035195","miRNA-mediated post-transcriptional gene silencing","biological_process"
"ENSG00000179348","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000179348","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000179348","GO:0030154","cell differentiation","biological_process"
"ENSG00000179348","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000179348","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000179348","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000179348","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000179348","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000179348","GO:0001525","angiogenesis","biological_process"
"ENSG00000179348","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000179348","GO:0030182","neuron differentiation","biological_process"
"ENSG00000275538","GO:0000395","mRNA 5'-splice site recognition","biological_process"
"ENSG00000120656","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000120656","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000120656","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000120656","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000120656","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000201157","GO:0006396","RNA processing","biological_process"
"ENSG00000197780","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000221673","GO:0006396","RNA processing","biological_process"
"ENSG00000115977","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000115977","GO:0006897","endocytosis","biological_process"
"ENSG00000115977","GO:0050821","protein stabilization","biological_process"
"ENSG00000175445","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000173762","GO:0002250","adaptive immune response","biological_process"
"ENSG00000138443","GO:0007399","nervous system development","biological_process"
"ENSG00000138443","GO:0016477","cell migration","biological_process"
"ENSG00000173762","GO:0006955","immune response","biological_process"
"ENSG00000136628","GO:0006412","translation","biological_process"
"ENSG00000166741","GO:0032259","methylation","biological_process"
"ENSG00000166741","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000197887","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000197887","GO:0007165","signal transduction","biological_process"
"ENSG00000197887","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000280204","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000280204","GO:0007165","signal transduction","biological_process"
"ENSG00000280204","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000070718","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000070718","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000070718","GO:0015031","protein transport","biological_process"
"ENSG00000070718","GO:0006897","endocytosis","biological_process"
"ENSG00000226288","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000226288","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000226288","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000181927","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000181927","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000181927","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000171561","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000171561","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000171561","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000171561","GO:0007165","signal transduction","biological_process"
"ENSG00000171561","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000108423","GO:0030030","cell projection organization","biological_process"
"ENSG00000206579","GO:0006915","apoptotic process","biological_process"
"ENSG00000154175","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000153093","GO:0008150","biological_process","biological_process"
"ENSG00000053918","GO:0055085","transmembrane transport","biological_process"
"ENSG00000053918","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000053918","GO:0007507","heart development","biological_process"
"ENSG00000162813","GO:0007399","nervous system development","biological_process"
"ENSG00000167904","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000132326","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000132326","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000132326","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000132326","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000132326","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000108443","GO:0007165","signal transduction","biological_process"
"ENSG00000108443","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000108443","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000108443","GO:0006915","apoptotic process","biological_process"
"ENSG00000149311","GO:0006281","DNA repair","biological_process"
"ENSG00000149311","GO:0006974","DNA damage response","biological_process"
"ENSG00000149311","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000149311","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000149311","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000149311","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000149311","GO:0007165","signal transduction","biological_process"
"ENSG00000149311","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000149311","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000149311","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000149311","GO:0042981","regulation of apoptotic process","biological_process"
"ENSG00000065802","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000065802","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000108443","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000108443","GO:0016477","cell migration","biological_process"
"ENSG00000137574","GO:0032259","methylation","biological_process"
"ENSG00000199405","GO:0006396","RNA processing","biological_process"
"ENSG00000067704","GO:0006412","translation","biological_process"
"ENSG00000177257","GO:0042742","defense response to bacterium","biological_process"
"ENSG00000177257","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000177257","GO:0006955","immune response","biological_process"
"ENSG00000207590","GO:0035195","miRNA-mediated post-transcriptional gene silencing","biological_process"
